Company,Year,page,afinn,bing,nrc,loughran,jockers,average_sentiment
SINGAPORE AIRLINES LTD,2016,16,34,12,59,6,49.95,32.19
SINGAPORE AIRLINES LTD,2016,18,41,15,26,11,23.7,23.34
SINGAPORE AIRLINES LTD,2016,19,54,23,51,-2,40.2,33.24
SINGAPORE AIRLINES LTD,2016,20,24,9,31,9,39.5,22.5
SINGAPORE AIRLINES LTD,2016,21,47,22,38,12,35,30.8
SINGAPORE AIRLINES LTD,2016,22,18,9,30,8,35,20
SINGAPORE AIRLINES LTD,2016,23,51,23,66,33,65.9,47.78
SINGAPORE AIRLINES LTD,2016,24,-5,5,1,0,8.85,1.97
SINGAPORE AIRLINES LTD,2016,25,81,35,118,8,66.5,61.7
SINGAPORE AIRLINES LTD,2016,26,38,23,53,7,39.25,32.05
SINGAPORE AIRLINES LTD,2016,27,18,1,18,-6,23.65,10.93
SINGAPORE AIRLINES LTD,2016,28,1,1,1,0,0.75,0.75
SINGAPORE AIRLINES LTD,2016,29,33,18,47,4,37.7,27.94
SINGAPORE AIRLINES LTD,2016,30,5,14,20,-4,21.3,11.26
SINGAPORE AIRLINES LTD,2016,31,48,15,41,1,40.9,29.18
SINGAPORE AIRLINES LTD,2016,32,59,26,37,8,45.95,35.19
SINGAPORE AIRLINES LTD,2016,33,9,10,20,1,14.6,10.92
SINGAPORE AIRLINES LTD,2016,35,20,9,18,4,24.35,15.07
SINGAPORE AIRLINES LTD,2016,36,15,8,22,7,15.45,13.49
SINGAPORE AIRLINES LTD,2016,37,28,26,49,20,35.7,31.74
SINGAPORE AIRLINES LTD,2016,38,19,11,22,-1,34,17
SINGAPORE AIRLINES LTD,2016,39,32,33,59,17,46.2,37.44
SINGAPORE AIRLINES LTD,2016,40,-7,-11,-1,0,4.55,-2.89
SINGAPORE AIRLINES LTD,2016,41,0,2,12,1,8.5,4.7
SINGAPORE AIRLINES LTD,2016,42,-4,-3,10,-15,16,0.8
SINGAPORE AIRLINES LTD,2016,43,1,-5,9,-7,4.8,0.56
SINGAPORE AIRLINES LTD,2016,44,9,5,30,-9,19.45,10.89
SINGAPORE AIRLINES LTD,2016,45,-19,-9,-3,-29,2.65,-11.47
SINGAPORE AIRLINES LTD,2017,2,32,22,35,4,35.95,25.79
SINGAPORE AIRLINES LTD,2017,3,59,36,51,17,57.15,44.03
SINGAPORE AIRLINES LTD,2017,4,30,17,24,15,22.75,21.75
SINGAPORE AIRLINES LTD,2017,5,4,0,8,1,5.2,3.64
SINGAPORE AIRLINES LTD,2017,6,5,3,16,0,7.45,6.29
SINGAPORE AIRLINES LTD,2017,8,-13,1,59,-7,45.75,17.15
SINGAPORE AIRLINES LTD,2017,9,25,24,40,9,36.55,26.91
SINGAPORE AIRLINES LTD,2017,10,51,16,58,10,44.6,35.92
SINGAPORE AIRLINES LTD,2017,11,60,26,60,9,53.65,41.73
SINGAPORE AIRLINES LTD,2017,12,3,0,0,0,2.8,1.16
SINGAPORE AIRLINES LTD,2017,13,36,17,23,0,44,24
SINGAPORE AIRLINES LTD,2017,14,66,4,35,-1,66.1,34.02
SINGAPORE AIRLINES LTD,2017,15,18,12,41,7,26.5,20.9
SINGAPORE AIRLINES LTD,2017,16,43,16,49,8,47.65,32.73
SINGAPORE AIRLINES LTD,2017,18,89,37,53,24,42.4,49.08
SINGAPORE AIRLINES LTD,2017,19,42,25,48,-4,43.15,30.83
SINGAPORE AIRLINES LTD,2017,20,26,11,26,9,28.65,20.13
SINGAPORE AIRLINES LTD,2017,21,64,35,84,24,74.7,56.34
SINGAPORE AIRLINES LTD,2017,22,19,11,33,8,27.2,19.64
SINGAPORE AIRLINES LTD,2017,23,37,15,38,24,44.1,31.62
SINGAPORE AIRLINES LTD,2017,24,-5,5,0,0,4.05,0.81
SINGAPORE AIRLINES LTD,2017,25,91,47,115,12,75.45,68.09
SINGAPORE AIRLINES LTD,2017,26,40,21,50,8,40.2,31.84
SINGAPORE AIRLINES LTD,2017,27,16,0,20,-4,24.35,11.27
SINGAPORE AIRLINES LTD,2017,28,2,2,3,0,2.1,1.82
SINGAPORE AIRLINES LTD,2017,29,43,19,41,3,36.35,28.47
SINGAPORE AIRLINES LTD,2017,30,7,12,29,4,24.45,15.29
SINGAPORE AIRLINES LTD,2017,31,24,10,24,3,21.95,16.59
SINGAPORE AIRLINES LTD,2017,32,18,6,19,7,13.5,12.7
SINGAPORE AIRLINES LTD,2017,33,12,8,27,3,17.45,13.49
SINGAPORE AIRLINES LTD,2017,35,21,7,15,4,19.25,13.25
SINGAPORE AIRLINES LTD,2017,36,21,15,28,11,19.35,18.87
SINGAPORE AIRLINES LTD,2017,37,44,41,63,20,53.8,44.36
SINGAPORE AIRLINES LTD,2017,38,33,12,37,6,48.15,27.23
SINGAPORE AIRLINES LTD,2017,39,11,-2,21,17,17.55,12.91
SINGAPORE AIRLINES LTD,2017,40,-1,-1,-1,-3,7.5,0.3
SINGAPORE AIRLINES LTD,2017,41,0,2,11,1,8.75,4.55
SINGAPORE AIRLINES LTD,2017,42,-4,-3,9,-15,16,0.6
SINGAPORE AIRLINES LTD,2017,43,6,0,13,-3,13,5.8
SINGAPORE AIRLINES LTD,2017,44,0,0,30,-11,17.9,7.38
SINGAPORE AIRLINES LTD,2017,45,-29,-10,1,-23,3.4,-11.52
SINGAPORE AIRLINES LTD,2018,2,5,4,11,0,11.25,6.25
SINGAPORE AIRLINES LTD,2018,3,6,-1,7,-1,4.6,3.12
SINGAPORE AIRLINES LTD,2018,4,30,28,35,7,36.85,27.37
SINGAPORE AIRLINES LTD,2018,5,66,54,74,20,81.25,59.05
SINGAPORE AIRLINES LTD,2018,6,32,20,37,17,28.95,26.99
SINGAPORE AIRLINES LTD,2018,7,18,14,27,9,27.9,19.18
SINGAPORE AIRLINES LTD,2018,8,4,4,14,0,6.7,5.74
SINGAPORE AIRLINES LTD,2018,9,2,5,20,1,3.05,6.21
SINGAPORE AIRLINES LTD,2018,10,2,2,16,0,1.15,4.23
SINGAPORE AIRLINES LTD,2018,11,18,23,46,4,45.75,27.35
SINGAPORE AIRLINES LTD,2018,12,-33,-24,15,-22,5.35,-11.73
SINGAPORE AIRLINES LTD,2018,13,32,27,44,9,40.6,30.52
SINGAPORE AIRLINES LTD,2018,14,28,16,20,7,27.2,19.64
SINGAPORE AIRLINES LTD,2018,15,32,3,32,2,18.55,17.51
SINGAPORE AIRLINES LTD,2018,16,17,12,25,5,29.9,17.78
SINGAPORE AIRLINES LTD,2018,17,30,22,28,7,33.15,24.03
SINGAPORE AIRLINES LTD,2018,18,4,1,2,0,4.15,2.23
SINGAPORE AIRLINES LTD,2018,19,38,17,29,-1,46.3,25.86
SINGAPORE AIRLINES LTD,2018,20,81,16,42,3,73.3,43.06
SINGAPORE AIRLINES LTD,2018,21,14,7,44,8,36.2,21.84
SINGAPORE AIRLINES LTD,2018,22,35,9,38,-5,41.9,23.78
SINGAPORE AIRLINES LTD,2018,23,2,1,3,0,2.75,1.75
SINGAPORE AIRLINES LTD,2018,24,15,10,23,2,14.45,12.89
SINGAPORE AIRLINES LTD,2018,25,31,16,55,5,35.9,28.58
SINGAPORE AIRLINES LTD,2018,26,57,27,64,16,43.75,41.55
SINGAPORE AIRLINES LTD,2018,27,32,16,36,13,26.95,24.79
SINGAPORE AIRLINES LTD,2018,28,-4,8,4,0,5.8,2.76
SINGAPORE AIRLINES LTD,2018,29,2,2,10,0,11.35,5.07
SINGAPORE AIRLINES LTD,2018,30,45,30,41,-5,40.5,30.3
SINGAPORE AIRLINES LTD,2018,31,50,31,62,13,56.6,42.52
SINGAPORE AIRLINES LTD,2018,32,31,17,35,6,38.9,25.58
SINGAPORE AIRLINES LTD,2018,33,56,35,87,23,69.15,54.03
SINGAPORE AIRLINES LTD,2018,34,50,22,40,17,43.45,34.49
SINGAPORE AIRLINES LTD,2018,35,13,17,22,4,20.5,15.3
SINGAPORE AIRLINES LTD,2018,36,39,9,38,8,38.65,26.53
SINGAPORE AIRLINES LTD,2018,37,13,-5,19,-8,22.25,8.25
SINGAPORE AIRLINES LTD,2018,38,-2,-2,11,-15,17.15,1.83
SINGAPORE AIRLINES LTD,2018,39,3,2,6,0,4.7,3.14
SINGAPORE AIRLINES LTD,2018,40,70,33,67,9,62.05,48.21
SINGAPORE AIRLINES LTD,2018,41,10,10,21,-5,15.45,10.29
SINGAPORE AIRLINES LTD,2018,42,34,15,42,3,32.25,25.25
SINGAPORE AIRLINES LTD,2018,43,31,12,22,3,27.7,19.14
SINGAPORE AIRLINES LTD,2018,44,29,8,32,8,23.1,20.02
SINGAPORE AIRLINES LTD,2018,45,2,1,3,0,2.95,1.79
SINGAPORE AIRLINES LTD,2018,46,23,18,27,12,31.3,22.26
SINGAPORE AIRLINES LTD,2018,47,21,23,38,2,30.05,22.81
SINGAPORE AIRLINES LTD,2018,48,24,24,53,18,36.75,31.15
SINGAPORE AIRLINES LTD,2018,49,28,15,29,9,38.35,23.87
SINGAPORE AIRLINES LTD,2018,50,20,13,39,10,29.75,22.35
SINGAPORE AIRLINES LTD,2018,51,-8,-9,5,4,4.05,-0.79
SINGAPORE AIRLINES LTD,2018,52,-15,12,6,-16,15.4,0.48
SINGAPORE AIRLINES LTD,2018,53,-1,0,12,0,6.8,3.56
SINGAPORE AIRLINES LTD,2018,54,2,1,3,0,3.15,1.83
SINGAPORE AIRLINES LTD,2018,55,7,-1,20,-3,18.65,8.33
SINGAPORE AIRLINES LTD,2018,56,7,11,40,-5,24.6,15.52
SINGAPORE AIRLINES LTD,2018,57,-34,-12,3,-23,1.55,-12.89
SINGAPORE AIRLINES LTD,2018,58,-13,-12,15,-26,2.95,-6.61
SINGAPORE AIRLINES LTD,2019,2,5,4,11,0,11.25,6.25
SINGAPORE AIRLINES LTD,2019,3,4,1,6,2,4.5,3.5
SINGAPORE AIRLINES LTD,2019,4,36,29,33,8,40.5,29.3
SINGAPORE AIRLINES LTD,2019,5,61,55,73,18,83.35,58.07
SINGAPORE AIRLINES LTD,2019,6,32,20,37,17,28.95,26.99
SINGAPORE AIRLINES LTD,2019,7,26,21,33,12,36.15,25.63
SINGAPORE AIRLINES LTD,2019,8,4,5,14,0,8,6.2
SINGAPORE AIRLINES LTD,2019,9,2,5,31,1,0.05,7.81
SINGAPORE AIRLINES LTD,2019,10,-17,5,61,7,53.3,21.86
SINGAPORE AIRLINES LTD,2019,11,-1,-8,12,-26,3.6,-3.88
SINGAPORE AIRLINES LTD,2019,12,32,27,48,9,41.95,31.59
SINGAPORE AIRLINES LTD,2019,13,30,17,22,7,28.85,20.97
SINGAPORE AIRLINES LTD,2019,14,36,24,41,19,37.85,31.57
SINGAPORE AIRLINES LTD,2019,15,18,8,18,3,15,12.4
SINGAPORE AIRLINES LTD,2019,16,30,-1,41,3,28.4,20.28
SINGAPORE AIRLINES LTD,2019,17,23,22,51,10,29.75,27.15
SINGAPORE AIRLINES LTD,2019,18,20,23,43,11,39.7,27.34
SINGAPORE AIRLINES LTD,2019,19,41,31,39,9,45.2,33.04
SINGAPORE AIRLINES LTD,2019,20,4,1,2,0,4.15,2.23
SINGAPORE AIRLINES LTD,2019,21,-8,-4,10,-9,21.2,2.04
SINGAPORE AIRLINES LTD,2019,22,46,18,25,3,42.4,26.88
SINGAPORE AIRLINES LTD,2019,23,69,8,47,0,85.25,41.85
SINGAPORE AIRLINES LTD,2019,24,35,12,45,10,45,29.4
SINGAPORE AIRLINES LTD,2019,25,17,11,41,8,35.9,22.58
SINGAPORE AIRLINES LTD,2019,26,25,-3,27,-7,34.6,15.32
SINGAPORE AIRLINES LTD,2019,27,2,1,3,0,2.75,1.75
SINGAPORE AIRLINES LTD,2019,28,40,22,55,11,34.95,32.59
SINGAPORE AIRLINES LTD,2019,29,44,36,59,18,45.85,40.57
SINGAPORE AIRLINES LTD,2019,30,57,28,63,17,41.25,41.25
SINGAPORE AIRLINES LTD,2019,31,38,18,39,13,30,27.6
SINGAPORE AIRLINES LTD,2019,32,-4,8,4,0,5.8,2.76
SINGAPORE AIRLINES LTD,2019,33,2,2,10,0,11.35,5.07
SINGAPORE AIRLINES LTD,2019,34,15,11,20,1,18.85,13.17
SINGAPORE AIRLINES LTD,2019,35,31,25,50,3,41.1,30.02
SINGAPORE AIRLINES LTD,2019,36,74,46,78,18,72.65,57.73
SINGAPORE AIRLINES LTD,2019,37,56,41,90,28,80.75,59.15
SINGAPORE AIRLINES LTD,2019,38,37,16,39,13,42,29.4
SINGAPORE AIRLINES LTD,2019,39,52,32,75,16,69.25,48.85
SINGAPORE AIRLINES LTD,2019,40,25,14,32,-1,35.15,21.03
SINGAPORE AIRLINES LTD,2019,41,43,6,42,9,43.65,28.73
SINGAPORE AIRLINES LTD,2019,42,-1,-2,9,-15,16.15,1.43
SINGAPORE AIRLINES LTD,2019,43,3,2,6,0,4.7,3.14
SINGAPORE AIRLINES LTD,2019,44,63,34,59,5,53.4,42.88
SINGAPORE AIRLINES LTD,2019,45,39,16,28,-5,27.25,21.05
SINGAPORE AIRLINES LTD,2019,46,56,28,76,5,62.4,45.48
SINGAPORE AIRLINES LTD,2019,47,35,15,40,7,32.05,25.81
SINGAPORE AIRLINES LTD,2019,48,2,1,3,0,2.95,1.79
SINGAPORE AIRLINES LTD,2019,49,27,19,34,12,32,24.8
SINGAPORE AIRLINES LTD,2019,50,20,18,35,1,26.75,20.15
SINGAPORE AIRLINES LTD,2019,51,40,31,55,24,47.9,39.58
SINGAPORE AIRLINES LTD,2019,52,18,17,28,11,17.45,18.29
SINGAPORE AIRLINES LTD,2019,53,12,-7,-3,-4,16.05,2.81
SINGAPORE AIRLINES LTD,2019,54,28,15,40,10,30.35,24.67
SINGAPORE AIRLINES LTD,2019,55,-6,-14,8,4,-0.55,-1.71
SINGAPORE AIRLINES LTD,2019,56,29,11,32,14,27.35,22.67
SINGAPORE AIRLINES LTD,2019,57,19,8,19,3,13.45,12.49
SINGAPORE AIRLINES LTD,2019,58,1,-10,3,0,2.9,-0.62
SINGAPORE AIRLINES LTD,2019,59,16,2,11,-3,16.5,8.5
SINGAPORE AIRLINES LTD,2019,60,2,6,16,0,12.85,7.37
SINGAPORE AIRLINES LTD,2019,61,-1,-2,2,0,1.45,0.09
SINGAPORE AIRLINES LTD,2019,62,2,1,3,0,3.15,1.83
SINGAPORE AIRLINES LTD,2019,63,7,-1,17,-3,17.05,7.41
SINGAPORE AIRLINES LTD,2019,64,7,4,28,-3,16.55,10.51
SINGAPORE AIRLINES LTD,2019,65,-6,-2,22,-11,16.6,3.92
SINGAPORE AIRLINES LTD,2019,66,-27,-11,8,-21,0.8,-10.04
SINGAPORE AIRLINES LTD,2019,67,-4,1,10,-18,5.35,-1.13
SINGAPORE AIRLINES LTD,2020,2,1,8,6,0,10.9,5.18
SINGAPORE AIRLINES LTD,2020,3,40,53,42,4,63.35,40.47
SINGAPORE AIRLINES LTD,2020,4,57,60,57,8,84.75,53.35
SINGAPORE AIRLINES LTD,2020,5,6,15,18,0,19.25,11.65
SINGAPORE AIRLINES LTD,2020,6,24,11,25,10,18.2,17.64
SINGAPORE AIRLINES LTD,2020,7,1,5,13,-1,6.45,4.89
SINGAPORE AIRLINES LTD,2020,8,10,0,4,-6,6.15,2.83
SINGAPORE AIRLINES LTD,2020,9,4,6,31,2,-2.1,8.18
SINGAPORE AIRLINES LTD,2020,10,53,50,53,14,60.1,46.02
SINGAPORE AIRLINES LTD,2020,11,-6,5,4,-6,6.15,0.63
SINGAPORE AIRLINES LTD,2020,12,33,22,21,7,32.4,23.08
SINGAPORE AIRLINES LTD,2020,13,37,20,25,7,26.5,23.1
SINGAPORE AIRLINES LTD,2020,14,29,21,35,1,31.6,23.52
SINGAPORE AIRLINES LTD,2020,15,8,18,15,4,26.85,14.37
SINGAPORE AIRLINES LTD,2020,16,14,13,9,2,21.45,11.89
SINGAPORE AIRLINES LTD,2020,17,32,22,13,10,23.7,20.14
SINGAPORE AIRLINES LTD,2020,18,12,10,10,2,15.2,9.84
SINGAPORE AIRLINES LTD,2020,19,4,4,5,0,4.95,3.59
SINGAPORE AIRLINES LTD,2020,20,3,2,8,0,10.05,4.61
SINGAPORE AIRLINES LTD,2020,21,18,14,51,5,39.75,25.55
SINGAPORE AIRLINES LTD,2020,22,10,13,10,3,20.55,11.31
SINGAPORE AIRLINES LTD,2020,23,8,10,21,0,15.25,10.85
SINGAPORE AIRLINES LTD,2020,24,-32,-16,19,5,18.45,-1.11
SINGAPORE AIRLINES LTD,2020,25,-58,-14,23,-6,11,-8.8
SINGAPORE AIRLINES LTD,2020,26,-16,-2,7,-8,6.5,-2.5
SINGAPORE AIRLINES LTD,2020,27,23,13,20,0,18.5,14.9
SINGAPORE AIRLINES LTD,2020,28,-11,-14,-1,-23,-1.8,-10.16
SINGAPORE AIRLINES LTD,2020,29,7,9,11,-21,9.3,3.06
SINGAPORE AIRLINES LTD,2020,30,23,16,23,6,25.85,18.77
SINGAPORE AIRLINES LTD,2020,31,11,9,21,5,20.05,13.21
SINGAPORE AIRLINES LTD,2020,38,28,11,20,12,22.3,18.66
SINGAPORE AIRLINES LTD,2020,39,16,13,14,2,18.05,12.61
SINGAPORE AIRLINES LTD,2020,40,27,23,23,7,22.8,20.56
SINGAPORE AIRLINES LTD,2020,41,21,15,14,3,21.35,14.87
SINGAPORE AIRLINES LTD,2020,42,2,39,6,5,25.1,15.42
SINGAPORE AIRLINES LTD,2020,43,47,24,57,15,45.35,37.67
SINGAPORE AIRLINES LTD,2020,44,14,9,34,9,28.2,18.84
SINGAPORE AIRLINES LTD,2020,45,2,8,29,10,27.7,15.34
SINGAPORE AIRLINES LTD,2020,46,20,14,49,9,36.55,25.71
SINGAPORE AIRLINES LTD,2020,47,46,15,28,2,24.95,23.19
SINGAPORE AIRLINES LTD,2020,48,25,29,34,5,38.7,26.34
SINGAPORE AIRLINES LTD,2020,49,17,6,5,-4,19.7,8.74
SINGAPORE AIRLINES LTD,2020,50,32,0,32,-5,38.95,19.59
SINGAPORE AIRLINES LTD,2020,51,17,1,18,-2,23.95,11.59
SINGAPORE AIRLINES LTD,2020,52,29,10,28,0,38.8,21.16
SINGAPORE AIRLINES LTD,2020,53,7,-1,3,-1,18.55,5.31
SINGAPORE AIRLINES LTD,2020,54,22,2,20,-5,18.7,11.54
SINGAPORE AIRLINES LTD,2020,55,-35,-10,0,-6,-3.55,-10.91
SINGAPORE AIRLINES LTD,2020,56,-29,-24,-10,-28,-8.65,-19.93
SINGAPORE AIRLINES LTD,2020,57,-7,1,2,-27,3.7,-5.46
SINGAPORE AIRLINES LTD,2020,58,-12,15,-1,-37,4.1,-6.18
SINGAPORE AIRLINES LTD,2020,59,-24,8,-9,-12,-1.7,-7.74
SINGAPORE AIRLINES LTD,2020,60,66,14,33,-1,56.6,33.72
SINGAPORE AIRLINES LTD,2020,61,25,18,13,2,31.95,17.99
SINGAPORE AIRLINES LTD,2020,62,2,6,6,0,7.25,4.25
SINGAPORE AIRLINES LTD,2020,63,17,11,20,3,11.85,12.57
SINGAPORE AIRLINES LTD,2020,64,16,12,28,12,19.8,17.56
SINGAPORE AIRLINES LTD,2020,65,71,32,42,10,37.15,38.43
SINGAPORE AIRLINES LTD,2020,66,14,13,26,8,19.5,16.1
SINGAPORE AIRLINES LTD,2020,67,37,28,46,10,43.3,32.86
SINGAPORE AIRLINES LTD,2020,68,51,32,71,24,51.15,45.83
SINGAPORE AIRLINES LTD,2020,69,31,15,29,18,25.1,23.62
SINGAPORE AIRLINES LTD,2020,70,31,24,35,17,36.05,28.61
SINGAPORE AIRLINES LTD,2020,71,10,16,27,8,23.05,16.81
SINGAPORE AIRLINES LTD,2020,72,266,96,50,58,64,106.8
SINGAPORE AIRLINES LTD,2020,73,90,36,21,18,25.1,38.02
SINGAPORE AIRLINES LTD,2020,74,33,25,37,6,36.7,27.54
SINGAPORE AIRLINES LTD,2020,75,21,7,28,-6,15.3,13.06
SINGAPORE AIRLINES LTD,2020,76,5,4,2,1,6.15,3.63
SINGAPORE AIRLINES LTD,2020,77,7,12,10,2,11.75,8.55
SINGAPORE AIRLINES LTD,2020,78,4,5,7,0,5.3,4.26
SINGAPORE AIRLINES LTD,2020,79,5,7,7,1,9.75,5.95
SINGAPORE AIRLINES LTD,2020,80,-4,-1,9,-16,21.5,1.9
SINGAPORE AIRLINES LTD,2020,81,28,13,17,5,23.05,17.21
SINGAPORE AIRLINES LTD,2020,82,26,25,19,12,30.35,22.47
SINGAPORE AIRLINES LTD,2020,83,14,6,16,7,18.8,12.36
SINGAPORE AIRLINES LTD,2020,84,13,14,13,2,19.95,12.39
SINGAPORE AIRLINES LTD,2020,85,9,7,20,10,16.4,12.48
SINGAPORE AIRLINES LTD,2020,86,26,16,18,7,19.35,17.27
SINGAPORE AIRLINES LTD,2020,87,13,8,35,0,16.7,14.54
SINGAPORE AIRLINES LTD,2020,88,5,6,6,1,9.25,5.45
SINGAPORE AIRLINES LTD,2020,89,18,5,9,4,8.95,8.99
SINGAPORE AIRLINES LTD,2020,90,16,-2,1,-1,3.05,3.41
SINGAPORE AIRLINES LTD,2020,91,29,15,24,5,27.45,20.09
SINGAPORE AIRLINES LTD,2020,92,7,19,36,0,33.1,19.02
SINGAPORE AIRLINES LTD,2020,93,21,6,14,2,17.65,12.13
SINGAPORE AIRLINES LTD,2020,94,-2,0,1,-4,3,-0.4
SINGAPORE AIRLINES LTD,2020,95,12,9,11,0,12.55,8.91
SINGAPORE AIRLINES LTD,2020,96,61,26,52,8,50.45,39.49
SINGAPORE AIRLINES LTD,2020,97,36,16,30,-3,31.4,22.08
SINGAPORE AIRLINES LTD,2020,98,28,18,23,3,29.1,20.22
SINGAPORE AIRLINES LTD,2020,99,1,3,-1,0,3.5,1.3
SINGAPORE AIRLINES LTD,2020,100,6,4,14,5,13.1,8.42
SINGAPORE AIRLINES LTD,2020,101,7,6,25,2,21.55,12.31
SINGAPORE AIRLINES LTD,2020,102,30,19,27,14,28.1,23.62
SINGAPORE AIRLINES LTD,2020,103,-31,-15,15,-3,11.5,-4.5
SINGAPORE AIRLINES LTD,2020,104,19,19,32,10,23.55,20.71
SINGAPORE AIRLINES LTD,2020,105,-1,4,8,2,3.95,3.39
SINGAPORE AIRLINES LTD,2020,106,25,26,43,16,36.75,29.35
SINGAPORE AIRLINES LTD,2020,107,12,22,26,6,23.7,17.94
SINGAPORE AIRLINES LTD,2020,108,12,18,35,10,24.05,19.81
SINGAPORE AIRLINES LTD,2020,109,13,18,19,8,16.8,14.96
SINGAPORE AIRLINES LTD,2020,110,3,6,7,0,5.95,4.39
SINGAPORE AIRLINES LTD,2020,111,31,19,26,4,27.05,21.41
SINGAPORE AIRLINES LTD,2020,112,10,13,36,9,23.35,18.27
SINGAPORE AIRLINES LTD,2020,113,11,6,24,6,10.85,11.57
SINGAPORE AIRLINES LTD,2020,114,-1,6,2,0,6.3,2.66
SINGAPORE AIRLINES LTD,2020,118,-28,-27,-12,-3,-4.9,-14.98
SINGAPORE AIRLINES LTD,2020,119,2,-3,4,-1,6.55,1.71
SINGAPORE AIRLINES LTD,2020,120,-6,-3,1,2,3.95,-0.41
SINGAPORE AIRLINES LTD,2020,121,-26,-23,5,2,-6.75,-9.75
SINGAPORE AIRLINES LTD,2020,122,-7,-8,0,2,-0.45,-2.69
SINGAPORE AIRLINES LTD,2020,123,-8,-8,-10,-5,-5.45,-7.29
SINGAPORE AIRLINES LTD,2020,124,-11,-11,-16,-6,-9.45,-10.69
SINGAPORE AIRLINES LTD,2020,125,27,-3,-2,1,22.2,9.04
SINGAPORE AIRLINES LTD,2020,126,-3,5,18,0,17.25,7.45
SINGAPORE AIRLINES LTD,2020,127,-4,2,5,0,5.6,1.72
SINGAPORE AIRLINES LTD,2020,128,23,15,32,-4,24.85,18.17
SINGAPORE AIRLINES LTD,2020,129,33,21,39,8,37.3,27.66
SINGAPORE AIRLINES LTD,2020,130,-31,-3,-1,-18,0.3,-10.54
SINGAPORE AIRLINES LTD,2020,131,2,-3,32,-5,30.7,11.34
SINGAPORE AIRLINES LTD,2020,132,-8,6,13,-3,15.1,4.62
SINGAPORE AIRLINES LTD,2020,133,-70,1,-16,-40,-1.3,-25.26
SINGAPORE AIRLINES LTD,2020,134,3,7,25,-5,14.95,8.99
SINGAPORE AIRLINES LTD,2020,135,-27,-12,-18,-15,-10.3,-16.46
SINGAPORE AIRLINES LTD,2020,136,2,0,29,-6,13.4,7.68
SINGAPORE AIRLINES LTD,2020,137,9,-4,24,-15,18.4,6.48
SINGAPORE AIRLINES LTD,2020,138,-5,-8,14,-8,4.7,-0.46
SINGAPORE AIRLINES LTD,2021,2,1,7,6,0,9.9,4.78
SINGAPORE AIRLINES LTD,2021,3,23,24,34,10,36.05,25.41
SINGAPORE AIRLINES LTD,2021,4,20,21,34,4,43.4,24.48
SINGAPORE AIRLINES LTD,2021,5,54,58,56,8,83.5,51.9
SINGAPORE AIRLINES LTD,2021,6,4,12,17,0,16.7,9.94
SINGAPORE AIRLINES LTD,2021,7,22,12,22,6,16.9,15.78
SINGAPORE AIRLINES LTD,2021,8,1,3,8,-1,3.45,2.89
SINGAPORE AIRLINES LTD,2021,9,3,8,11,-1,7.35,5.67
SINGAPORE AIRLINES LTD,2021,10,-3,5,11,1,0.1,2.82
SINGAPORE AIRLINES LTD,2021,11,2,3,27,0,-5.7,5.26
SINGAPORE AIRLINES LTD,2021,12,52,40,43,13,49.7,39.54
SINGAPORE AIRLINES LTD,2021,13,36,24,29,4,32.05,25.01
SINGAPORE AIRLINES LTD,2021,14,30,16,26,6,21,19.8
SINGAPORE AIRLINES LTD,2021,15,27,17,37,3,34.65,23.73
SINGAPORE AIRLINES LTD,2021,16,12,28,18,4,38.5,20.1
SINGAPORE AIRLINES LTD,2021,17,35,27,24,7,38.55,26.31
SINGAPORE AIRLINES LTD,2021,18,32,22,14,10,24.55,20.51
SINGAPORE AIRLINES LTD,2021,19,16,12,11,2,17.05,11.61
SINGAPORE AIRLINES LTD,2021,20,4,4,5,0,4.95,3.59
SINGAPORE AIRLINES LTD,2021,21,3,-1,7,-1,8.85,3.37
SINGAPORE AIRLINES LTD,2021,22,9,12,36,3,28.15,17.63
SINGAPORE AIRLINES LTD,2021,23,10,13,21,3,16.75,12.75
SINGAPORE AIRLINES LTD,2021,24,-25,-12,20,6,19.9,1.78
SINGAPORE AIRLINES LTD,2021,25,-16,-2,7,-8,6.1,-2.58
SINGAPORE AIRLINES LTD,2021,26,30,13,28,-1,26.3,19.26
SINGAPORE AIRLINES LTD,2021,27,-10,-12,-5,-18,-1.5,-9.3
SINGAPORE AIRLINES LTD,2021,28,-1,0,6,-2,5.1,1.62
SINGAPORE AIRLINES LTD,2021,29,-1,8,11,-22,7.6,0.72
SINGAPORE AIRLINES LTD,2021,30,36,27,36,8,34.85,28.37
SINGAPORE AIRLINES LTD,2021,31,39,27,28,11,26.1,26.22
SINGAPORE AIRLINES LTD,2021,32,0,10,27,-6,22.2,10.64
SINGAPORE AIRLINES LTD,2021,33,1,3,5,-2,5.05,2.41
SINGAPORE AIRLINES LTD,2021,39,35,19,18,11,20.15,20.63
SINGAPORE AIRLINES LTD,2021,40,7,12,21,-4,22.25,11.65
SINGAPORE AIRLINES LTD,2021,41,10,12,5,-3,8.75,6.55
SINGAPORE AIRLINES LTD,2021,42,26,18,30,13,27.65,22.93
SINGAPORE AIRLINES LTD,2021,43,26,19,26,7,27.65,21.13
SINGAPORE AIRLINES LTD,2021,44,30,17,23,9,20.7,19.94
SINGAPORE AIRLINES LTD,2021,45,43,33,30,4,37.35,29.47
SINGAPORE AIRLINES LTD,2021,46,-12,12,-7,-1,2.8,-1.04
SINGAPORE AIRLINES LTD,2021,47,31,22,25,6,32.65,23.33
