Company,Year,page,afinn,bing,nrc,loughran,jockers,average_sentiment
SINGAPORE AIRLINES LTD,2021,48,26,24,31,8,29.55,23.71
SINGAPORE AIRLINES LTD,2021,49,22,24,57,15,49.05,33.41
SINGAPORE AIRLINES LTD,2021,50,33,21,80,15,52.35,40.27
SINGAPORE AIRLINES LTD,2021,51,15,11,32,5,23.15,17.23
SINGAPORE AIRLINES LTD,2021,52,17,9,5,-9,23.8,9.16
SINGAPORE AIRLINES LTD,2021,53,32,0,31,-5,39.05,19.41
SINGAPORE AIRLINES LTD,2021,54,24,10,23,3,24.6,16.92
SINGAPORE AIRLINES LTD,2021,55,3,-1,5,-2,12.1,3.42
SINGAPORE AIRLINES LTD,2021,56,43,17,43,10,45,31.6
SINGAPORE AIRLINES LTD,2021,57,14,-5,6,-2,23.4,7.28
SINGAPORE AIRLINES LTD,2021,58,20,17,16,5,24.9,16.58
SINGAPORE AIRLINES LTD,2021,59,22,17,22,0,24.95,17.19
SINGAPORE AIRLINES LTD,2021,60,6,12,11,2,13,8.8
SINGAPORE AIRLINES LTD,2021,61,11,4,22,-5,22.85,10.97
SINGAPORE AIRLINES LTD,2021,62,-42,-8,0,-8,-5.2,-12.64
SINGAPORE AIRLINES LTD,2021,63,-17,-11,-5,-10,-1.25,-8.85
SINGAPORE AIRLINES LTD,2021,64,-14,-14,-5,-20,-4.65,-11.53
SINGAPORE AIRLINES LTD,2021,65,-7,1,1,-27,3.45,-5.71
SINGAPORE AIRLINES LTD,2021,66,-14,20,2,-36,6,-4.4
SINGAPORE AIRLINES LTD,2021,67,-17,12,-1,-15,5.15,-3.17
SINGAPORE AIRLINES LTD,2021,68,45,8,28,-5,43.55,23.91
SINGAPORE AIRLINES LTD,2021,69,34,7,17,-10,38.55,17.31
SINGAPORE AIRLINES LTD,2021,70,20,15,28,8,17.45,17.69
SINGAPORE AIRLINES LTD,2021,71,19,14,31,11,20.4,19.08
SINGAPORE AIRLINES LTD,2021,72,38,18,20,13,22.2,22.24
SINGAPORE AIRLINES LTD,2021,73,31,17,16,7,17.1,17.62
SINGAPORE AIRLINES LTD,2021,74,62,34,46,7,49.1,39.62
SINGAPORE AIRLINES LTD,2021,75,22,21,36,13,30.3,24.46
SINGAPORE AIRLINES LTD,2021,76,40,23,41,9,35.9,29.78
SINGAPORE AIRLINES LTD,2021,77,37,22,41,6,37.3,28.66
SINGAPORE AIRLINES LTD,2021,78,58,26,75,30,45.6,46.92
SINGAPORE AIRLINES LTD,2021,79,47,33,44,19,51.85,38.97
SINGAPORE AIRLINES LTD,2021,80,12,12,29,6,22.25,16.25
SINGAPORE AIRLINES LTD,2021,81,27,20,24,6,26.45,20.69
SINGAPORE AIRLINES LTD,2021,82,18,14,17,10,17.65,15.33
SINGAPORE AIRLINES LTD,2021,83,41,42,57,19,53.35,42.47
SINGAPORE AIRLINES LTD,2021,84,6,12,21,-5,17.4,10.28
SINGAPORE AIRLINES LTD,2021,85,5,4,2,1,6.15,3.63
SINGAPORE AIRLINES LTD,2021,86,7,12,8,2,10.5,7.9
SINGAPORE AIRLINES LTD,2021,87,4,5,7,0,5.4,4.28
SINGAPORE AIRLINES LTD,2021,88,8,8,6,1,11.2,6.84
SINGAPORE AIRLINES LTD,2021,89,0,-1,7,-2,11.35,3.07
SINGAPORE AIRLINES LTD,2021,90,7,6,7,3,9.25,6.45
SINGAPORE AIRLINES LTD,2021,91,-2,4,18,1,8.65,5.93
SINGAPORE AIRLINES LTD,2021,92,-1,2,17,0,7,5
SINGAPORE AIRLINES LTD,2021,93,14,10,19,4,21.3,13.66
SINGAPORE AIRLINES LTD,2021,94,27,18,18,19,28.95,22.19
SINGAPORE AIRLINES LTD,2021,95,3,7,7,1,10.15,5.63
SINGAPORE AIRLINES LTD,2021,96,15,7,5,4,11.85,8.57
SINGAPORE AIRLINES LTD,2021,97,33,12,22,3,25.5,19.1
SINGAPORE AIRLINES LTD,2021,98,0,5,0,-2,7.4,2.08
SINGAPORE AIRLINES LTD,2021,99,7,7,25,1,19.6,11.92
SINGAPORE AIRLINES LTD,2021,100,20,13,18,2,14,13.4
SINGAPORE AIRLINES LTD,2021,101,8,9,32,3,18.1,14.02
SINGAPORE AIRLINES LTD,2021,102,27,19,20,6,30.6,20.52
SINGAPORE AIRLINES LTD,2021,103,12,9,10,0,11.7,8.54
SINGAPORE AIRLINES LTD,2021,104,30,14,23,5,25.55,19.51
SINGAPORE AIRLINES LTD,2021,105,27,14,25,6,19,18.2
SINGAPORE AIRLINES LTD,2021,106,22,12,21,2,11.65,13.73
SINGAPORE AIRLINES LTD,2021,107,47,19,46,12,48.5,34.5
SINGAPORE AIRLINES LTD,2021,108,15,13,22,0,21.3,14.26
SINGAPORE AIRLINES LTD,2021,109,17,8,25,-1,30.25,15.85
SINGAPORE AIRLINES LTD,2021,110,31,24,50,1,34.45,28.09
SINGAPORE AIRLINES LTD,2021,111,1,3,-1,0,3.5,1.3
SINGAPORE AIRLINES LTD,2021,112,7,2,14,7,12.25,8.45
SINGAPORE AIRLINES LTD,2021,113,16,18,38,12,35.15,23.83
SINGAPORE AIRLINES LTD,2021,114,38,23,28,14,30.25,26.65
SINGAPORE AIRLINES LTD,2021,115,-31,-13,18,-3,14.75,-2.85
SINGAPORE AIRLINES LTD,2021,116,8,13,19,8,14.55,12.51
SINGAPORE AIRLINES LTD,2021,117,1,4,9,2,4.45,4.09
SINGAPORE AIRLINES LTD,2021,118,17,22,32,14,28.8,22.76
SINGAPORE AIRLINES LTD,2021,119,5,11,18,3,14.7,10.34
SINGAPORE AIRLINES LTD,2021,120,10,16,34,9,29.6,19.72
SINGAPORE AIRLINES LTD,2021,121,12,14,18,9,16.3,13.86
SINGAPORE AIRLINES LTD,2021,123,29,24,31,25,33.9,28.58
SINGAPORE AIRLINES LTD,2021,124,47,25,38,6,28.05,28.81
SINGAPORE AIRLINES LTD,2021,125,0,4,12,3,5.2,4.84
SINGAPORE AIRLINES LTD,2021,126,2,7,10,0,6.35,5.07
SINGAPORE AIRLINES LTD,2021,127,20,11,26,2,20,15.8
SINGAPORE AIRLINES LTD,2021,128,3,4,20,0,9.25,7.25
SINGAPORE AIRLINES LTD,2021,129,1,7,30,2,21.2,12.24
SINGAPORE AIRLINES LTD,2021,130,-4,4,-1,-2,3.35,0.07
SINGAPORE AIRLINES LTD,2021,131,-12,-8,-6,-1,0.2,-5.36
SINGAPORE AIRLINES LTD,2021,132,-15,-21,-6,6,-2,-7.6
SINGAPORE AIRLINES LTD,2021,133,8,12,12,9,20.9,12.38
SINGAPORE AIRLINES LTD,2021,134,3,3,6,4,12.75,5.75
SINGAPORE AIRLINES LTD,2021,135,-22,-27,-8,2,-11.45,-13.29
SINGAPORE AIRLINES LTD,2021,136,-9,-9,-2,1,-2.2,-4.24
SINGAPORE AIRLINES LTD,2021,137,12,-11,-9,-1,14.75,1.15
SINGAPORE AIRLINES LTD,2021,138,20,3,10,-7,11.85,7.57
SINGAPORE AIRLINES LTD,2021,139,-3,2,15,-1,11.8,4.96
SINGAPORE AIRLINES LTD,2021,140,-36,-5,-4,-21,-3.5,-13.9
SINGAPORE AIRLINES LTD,2021,141,-25,-4,6,-8,-0.2,-6.24
SINGAPORE AIRLINES LTD,2021,142,25,16,52,-2,47.95,27.79
SINGAPORE AIRLINES LTD,2021,143,-8,6,13,-3,15.1,4.62
SINGAPORE AIRLINES LTD,2021,144,-6,-7,9,-36,4,-7.2
SINGAPORE AIRLINES LTD,2021,145,-10,3,11,-23,27.35,1.67
SINGAPORE AIRLINES LTD,2021,146,-101,17,-28,-49,-14.6,-35.12
SINGAPORE AIRLINES LTD,2021,147,4,5,18,-4,6.95,5.99
SINGAPORE AIRLINES LTD,2021,148,-2,1,7,-3,6.05,1.81
SINGAPORE AIRLINES LTD,2021,149,-8,4,7,-5,2.75,0.15
SINGAPORE AIRLINES LTD,2021,150,-35,-31,-46,-18,-31.55,-32.31
SINGAPORE AIRLINES LTD,2021,151,-4,1,7,-3,6.45,1.49
SINGAPORE AIRLINES LTD,2021,152,1,3,3,-3,4.9,1.78
SINGAPORE AIRLINES LTD,2021,158,-5,8,-3,0,6,1.2
SINGAPORE AIRLINES LTD,2021,159,-5,13,0,-15,5.75,-0.25
SINGAPORE AIRLINES LTD,2021,160,-23,10,-9,-13,2.1,-6.58
SINGAPORE AIRLINES LTD,2021,161,-2,7,1,0,5.5,2.3
SINGAPORE AIRLINES LTD,2021,164,-7,3,0,-2,5.6,-0.08
SINGAPORE AIRLINES LTD,2021,165,-17,-20,-29,-14,-17.25,-19.45
SINGAPORE AIRLINES LTD,2021,166,2,4,27,-4,14.6,8.72
SINGAPORE AIRLINES LTD,2021,167,9,0,21,-11,19,7.6
SINGAPORE AIRLINES LTD,2021,168,-5,-4,12,-4,6.15,1.03
SINGAPORE EXCHANGE LIMITED,2015,1,9,9,15,5,12.2,10.04
SINGAPORE EXCHANGE LIMITED,2015,2,24,35,29,11,40.95,27.99
SINGAPORE EXCHANGE LIMITED,2015,3,18,11,19,5,14.6,13.52
SINGAPORE EXCHANGE LIMITED,2015,4,45,28,33,4,34.35,28.87
SINGAPORE EXCHANGE LIMITED,2016,1,31,28,40,6,38.3,28.66
SINGAPORE EXCHANGE LIMITED,2016,2,-1,7,19,3,18.8,9.36
SINGAPORE EXCHANGE LIMITED,2016,3,39,28,41,13,42.7,32.74
SINGAPORE EXCHANGE LIMITED,2016,4,10,24,17,0,30.85,16.37
SINGAPORE EXCHANGE LIMITED,2016,5,11,6,9,2,15,8.6
SINGAPORE EXCHANGE LIMITED,2016,6,14,26,38,-11,40.8,21.56
SINGAPORE EXCHANGE LIMITED,2016,7,20,17,28,9,21.65,19.13
SINGAPORE EXCHANGE LIMITED,2016,8,16,7,22,1,20.25,13.25
SINGAPORE EXCHANGE LIMITED,2016,9,24,18,36,6,33.6,23.52
SINGAPORE EXCHANGE LIMITED,2016,10,11,5,11,3,8.9,7.78
SINGAPORE EXCHANGE LIMITED,2016,11,8,8,9,1,8.7,6.94
SINGAPORE EXCHANGE LIMITED,2017,1,45,40,50,15,56.7,41.34
SINGAPORE EXCHANGE LIMITED,2017,2,-7,12,33,8,31.25,15.45
SINGAPORE EXCHANGE LIMITED,2017,3,39,18,41,8,36.85,28.57
SINGAPORE EXCHANGE LIMITED,2017,4,7,10,20,-1,16.35,10.47
SINGAPORE EXCHANGE LIMITED,2017,5,42,20,43,7,40.2,30.44
SINGAPORE EXCHANGE LIMITED,2017,6,19,15,23,4,20.25,16.25
SINGAPORE EXCHANGE LIMITED,2017,7,13,20,31,-12,32.45,16.89
SINGAPORE EXCHANGE LIMITED,2017,8,62,40,79,17,73.35,54.27
SINGAPORE EXCHANGE LIMITED,2017,9,15,12,23,6,19.15,15.03
SINGAPORE EXCHANGE LIMITED,2017,11,25,21,23,5,22.5,19.3
SINGAPORE EXCHANGE LIMITED,2017,12,14,16,16,8,21.8,15.16
SINGAPORE EXCHANGE LIMITED,2018,1,34,39,59,14,65.35,42.27
SINGAPORE EXCHANGE LIMITED,2018,2,0,9,23,3,18.65,10.73
SINGAPORE EXCHANGE LIMITED,2018,3,45,16,38,5,31.35,27.07
SINGAPORE EXCHANGE LIMITED,2018,4,7,9,16,-1,13.75,8.95
SINGAPORE EXCHANGE LIMITED,2018,5,46,29,53,-3,40.5,33.1
SINGAPORE EXCHANGE LIMITED,2018,6,46,19,35,11,26.5,27.5
SINGAPORE EXCHANGE LIMITED,2018,7,5,11,30,-16,21.6,10.32
SINGAPORE EXCHANGE LIMITED,2018,8,63,40,77,22,71.1,54.62
SINGAPORE EXCHANGE LIMITED,2018,9,14,9,24,6,18.8,14.36
SINGAPORE EXCHANGE LIMITED,2018,11,32,17,19,4,18.65,18.13
SINGAPORE EXCHANGE LIMITED,2018,12,22,14,21,3,24.7,16.94
SINGAPORE EXCHANGE LIMITED,2019,1,37,38,52,13,59.75,39.95
SINGAPORE EXCHANGE LIMITED,2019,2,-11,7,35,5,31.85,13.57
SINGAPORE EXCHANGE LIMITED,2019,3,19,8,17,2,13.35,11.87
SINGAPORE EXCHANGE LIMITED,2019,4,38,25,31,10,30.75,26.95
SINGAPORE EXCHANGE LIMITED,2019,5,28,13,35,9,32.35,23.47
SINGAPORE EXCHANGE LIMITED,2019,6,48,29,59,1,40,35.4
SINGAPORE EXCHANGE LIMITED,2019,7,36,19,39,18,27.25,27.85
SINGAPORE EXCHANGE LIMITED,2019,8,3,9,29,-18,21.1,8.82
SINGAPORE EXCHANGE LIMITED,2019,9,70,44,93,25,77.05,61.81
SINGAPORE EXCHANGE LIMITED,2019,10,6,6,23,4,18.45,11.49
SINGAPORE EXCHANGE LIMITED,2019,11,25,14,16,2,16.2,14.64
SINGAPORE EXCHANGE LIMITED,2019,12,13,15,18,0,21.95,13.59
SINGAPORE EXCHANGE LIMITED,2020,1,40,15,25,5,24.65,21.93
SINGAPORE EXCHANGE LIMITED,2020,2,16,12,23,3,22.6,15.32
SINGAPORE EXCHANGE LIMITED,2020,3,23,7,19,-1,14.4,12.48
SINGAPORE EXCHANGE LIMITED,2020,4,27,30,48,12,45.15,32.43
SINGAPORE EXCHANGE LIMITED,2020,5,17,24,36,9,48.65,26.93
SINGAPORE EXCHANGE LIMITED,2020,6,52,19,37,6,31.3,29.06
SINGAPORE EXCHANGE LIMITED,2020,7,13,9,26,-3,23.55,13.71
SINGAPORE EXCHANGE LIMITED,2020,8,28,11,35,9,30.35,22.67
SINGAPORE EXCHANGE LIMITED,2020,9,38,26,58,6,43.45,34.29
SINGAPORE EXCHANGE LIMITED,2020,10,19,21,40,10,27.85,23.57
SINGAPORE EXCHANGE LIMITED,2020,11,-2,9,29,-16,20.9,8.18
SINGAPORE EXCHANGE LIMITED,2020,12,77,53,93,27,82.35,66.47
SINGAPORE EXCHANGE LIMITED,2020,13,7,8,32,7,24.15,15.63
SINGAPORE EXCHANGE LIMITED,2020,14,43,28,47,5,40,32.6
SINGAPORE EXCHANGE LIMITED,2021,1,21,34,30,1,42.5,25.7
SINGAPORE EXCHANGE LIMITED,2021,2,20,25,31,4,31.45,22.29
SINGAPORE EXCHANGE LIMITED,2021,3,36,63,59,14,84.35,51.27
SINGAPORE EXCHANGE LIMITED,2021,4,39,40,51,20,56.7,41.34
SINGAPORE EXCHANGE LIMITED,2021,5,20,22,15,1,30.2,17.64
SINGAPORE EXCHANGE LIMITED,2021,6,28,25,28,13,35.6,25.92
SINGAPORE EXCHANGE LIMITED,2021,7,28,30,34,9,43.2,28.84
SINGAPORE EXCHANGE LIMITED,2021,8,5,10,22,2,16.05,11.01
SINGAPORE EXCHANGE LIMITED,2021,9,11,12,19,6,19.6,13.52
SINGAPORE EXCHANGE LIMITED,2021,10,30,10,31,2,21.8,18.96
SINGAPORE EXCHANGE LIMITED,2021,11,66,37,73,13,67.45,51.29
SINGAPORE EXCHANGE LIMITED,2021,12,23,14,30,-8,31.4,18.08
SINGAPORE EXCHANGE LIMITED,2021,13,16,18,27,-1,17.7,15.54
SINGAPORE EXCHANGE LIMITED,2021,14,21,20,25,3,24.8,18.76
SINGAPORE EXCHANGE LIMITED,2021,15,-9,7,24,-14,10.2,3.64
SINGAPORE EXCHANGE LIMITED,2021,16,33,35,39,16,44.6,33.52
SINGAPORE EXCHANGE LIMITED,2021,17,3,20,41,-10,32.3,17.26
SINGAPORE EXCHANGE LIMITED,2021,18,24,10,34,-20,23.1,14.22
SINGAPORE EXCHANGE LIMITED,2021,19,0,-1,6,-18,13.8,0.16
SINGAPORE EXCHANGE LIMITED,2021,20,6,16,30,2,28.5,16.5
SINGAPORE EXCHANGE LIMITED,2021,21,4,22,45,-16,31.45,17.29
SINGAPORE EXCHANGE LIMITED,2021,22,20,23,35,6,31,23
SINGAPORE EXCHANGE LIMITED,2021,23,9,7,17,7,29.65,13.93
SINGAPORE EXCHANGE LIMITED,2021,24,-48,-13,13,2,12.9,-6.62
SINGAPORE EXCHANGE LIMITED,2021,25,12,6,21,2,12.2,10.64
SINGAPORE EXCHANGE LIMITED,2021,26,27,19,37,8,29.55,24.11
SINGAPORE EXCHANGE LIMITED,2021,27,49,38,38,7,49.4,36.28
SINGAPORE EXCHANGE LIMITED,2021,28,56,39,62,13,54.6,44.92
SINGAPORE EXCHANGE LIMITED,2021,29,42,34,52,17,48.2,38.64
SINGAPORE EXCHANGE LIMITED,2021,30,17,21,25,0,28.6,18.32
SINGAPORE EXCHANGE LIMITED,2021,31,51,35,35,12,52.2,37.04
SINGAPORE EXCHANGE LIMITED,2021,32,24,20,41,16,35.7,27.34
SINGAPORE EXCHANGE LIMITED,2021,33,27,13,30,6,29.95,21.19
SINGAPORE EXCHANGE LIMITED,2021,34,40,12,23,-1,27.2,20.24
SINGAPORE TECH ENGINEERING LTD,2015,1,3,3,12,3,12.4,6.68
SINGAPORE TECH ENGINEERING LTD,2015,2,3,-2,2,-2,0.25,0.25
SINGAPORE TECH ENGINEERING LTD,2015,3,27,20,31,9,27.2,22.84
SINGAPORE TECH ENGINEERING LTD,2015,4,26,15,30,-1,34,20.8
SINGAPORE TECH ENGINEERING LTD,2015,5,20,25,43,9,34.8,26.36
SINGAPORE TECH ENGINEERING LTD,2015,6,69,46,40,11,46.2,42.44
SINGAPORE TECH ENGINEERING LTD,2015,7,52,30,28,13,37.9,32.18
SINGAPORE TECH ENGINEERING LTD,2015,8,66,31,50,21,40.2,41.64
SINGAPORE TECH ENGINEERING LTD,2015,9,34,25,26,9,26,24
SINGAPORE TECH ENGINEERING LTD,2015,10,68,25,31,7,40.65,34.33
SINGAPORE TECH ENGINEERING LTD,2015,11,-3,0,0,-8,1.05,-1.99
SINGAPORE TECH ENGINEERING LTD,2015,12,6,3,17,11,20.35,11.47
SINGAPORE TECH ENGINEERING LTD,2015,13,5,9,13,5,15.8,9.56
SINGAPORE TECH ENGINEERING LTD,2015,14,3,-5,-1,1,2.05,0.01
SINGAPORE TECH ENGINEERING LTD,2015,15,8,5,16,-3,16.35,8.47
SINGAPORE TECH ENGINEERING LTD,2015,16,26,17,35,12,21.35,22.27
SINGAPORE TECH ENGINEERING LTD,2015,17,22,11,20,0,16.5,13.9
SINGAPORE TECH ENGINEERING LTD,2015,18,14,4,8,0,10.55,7.31
SINGAPORE TECH ENGINEERING LTD,2015,19,14,2,35,1,21.85,14.77
SINGAPORE TECH ENGINEERING LTD,2016,1,2,11,11,2,18.3,8.86
SINGAPORE TECH ENGINEERING LTD,2016,2,-2,-7,17,-1,16.6,4.72
SINGAPORE TECH ENGINEERING LTD,2016,3,33,18,36,17,30.45,26.89
SINGAPORE TECH ENGINEERING LTD,2016,4,44,29,36,11,43.65,32.73
SINGAPORE TECH ENGINEERING LTD,2016,5,36,18,25,11,34.35,24.87
SINGAPORE TECH ENGINEERING LTD,2016,6,5,1,10,2,4.3,4.46
SINGAPORE TECH ENGINEERING LTD,2016,7,17,8,20,6,12.5,12.7
SINGAPORE TECH ENGINEERING LTD,2016,8,-7,-3,-1,-11,7.6,-2.88
SINGAPORE TECH ENGINEERING LTD,2016,9,15,9,3,2,8.4,7.48
SINGAPORE TECH ENGINEERING LTD,2016,10,10,8,21,7,16,12.4
SINGAPORE TECH ENGINEERING LTD,2016,11,1,2,3,-1,2.25,1.45
SINGAPORE TECH ENGINEERING LTD,2016,12,12,-1,13,-1,12.15,7.03
SINGAPORE TECH ENGINEERING LTD,2016,13,11,12,22,7,16.2,13.64
SINGAPORE TECH ENGINEERING LTD,2016,14,26,10,24,3,17.1,16.02
SINGAPORE TECH ENGINEERING LTD,2016,15,6,4,16,3,10.45,7.89
SINGAPORE TECH ENGINEERING LTD,2016,16,11,6,12,4,9.2,8.44
SINGAPORE TECH ENGINEERING LTD,2016,17,1,5,16,1,10.9,6.78
SINGAPORE TECH ENGINEERING LTD,2017,1,7,13,19,1,21,12.2
SINGAPORE TECH ENGINEERING LTD,2017,2,19,16,28,3,24.05,18.01
SINGAPORE TECH ENGINEERING LTD,2017,3,-28,-22,2,-10,0.8,-11.44
SINGAPORE TECH ENGINEERING LTD,2017,4,44,21,33,24,36.95,31.79
SINGAPORE TECH ENGINEERING LTD,2017,5,26,12,35,13,24.5,22.1
SINGAPORE TECH ENGINEERING LTD,2017,6,27,20,34,8,28.7,23.54
SINGAPORE TECH ENGINEERING LTD,2017,7,22,3,24,-2,22.6,13.92
SINGAPORE TECH ENGINEERING LTD,2017,8,27,14,27,9,19.9,19.38
SINGAPORE TECH ENGINEERING LTD,2017,9,2,2,5,1,3.1,2.62
SINGAPORE TECH ENGINEERING LTD,2017,10,26,12,13,9,19.5,15.9
SINGAPORE TECH ENGINEERING LTD,2017,11,-10,-5,-8,-6,-2.55,-6.31
SINGAPORE TECH ENGINEERING LTD,2017,12,7,6,16,-1,10.85,7.77
SINGAPORE TECH ENGINEERING LTD,2017,13,2,2,6,-1,4.9,2.78
SINGAPORE TECH ENGINEERING LTD,2017,14,27,11,18,5,15.55,15.31
SINGAPORE TECH ENGINEERING LTD,2017,15,32,12,39,9,33.3,25.06
SINGAPORE TECH ENGINEERING LTD,2017,16,8,11,31,4,19.65,14.73
SINGAPORE TECH ENGINEERING LTD,2017,17,0,1,10,0,5.95,3.39
SINGAPORE TECH ENGINEERING LTD,2018,1,10,19,26,1,31.7,17.54
SINGAPORE TECH ENGINEERING LTD,2018,2,-20,-9,12,-11,10.15,-3.57
SINGAPORE TECH ENGINEERING LTD,2018,3,19,8,15,8,19.7,13.94
SINGAPORE TECH ENGINEERING LTD,2018,4,11,4,19,1,15.45,10.09
SINGAPORE TECH ENGINEERING LTD,2018,5,24,28,40,16,30.35,27.67
SINGAPORE TECH ENGINEERING LTD,2018,6,26,16,28,2,27.2,19.84
SINGAPORE TECH ENGINEERING LTD,2018,7,24,8,25,7,18.05,16.41
SINGAPORE TECH ENGINEERING LTD,2018,8,6,5,17,2,12.6,8.52
SINGAPORE TECH ENGINEERING LTD,2018,9,49,25,22,2,35.35,26.67
SINGAPORE TECH ENGINEERING LTD,2018,10,-5,1,-6,-3,1.65,-2.27
SINGAPORE TECH ENGINEERING LTD,2018,11,22,13,22,7,19.65,16.73
SINGAPORE TECH ENGINEERING LTD,2018,12,4,0,3,1,2.75,2.15
SINGAPORE TECH ENGINEERING LTD,2018,13,22,10,21,7,18.1,15.62
SINGAPORE TECH ENGINEERING LTD,2018,14,52,17,39,3,32.5,28.7
SINGAPORE TECH ENGINEERING LTD,2018,15,-4,0,2,0,2.65,0.13
SINGAPORE TECH ENGINEERING LTD,2018,16,2,1,12,0,7.15,4.43
SINGAPORE TECH ENGINEERING LTD,2019,1,26,26,29,6,35.3,24.46
SINGAPORE TECH ENGINEERING LTD,2019,2,6,15,16,7,24.9,13.78
SINGAPORE TECH ENGINEERING LTD,2019,3,34,23,35,11,32.35,27.07
SINGAPORE TECH ENGINEERING LTD,2019,4,57,22,44,8,41.15,34.43
SINGAPORE TECH ENGINEERING LTD,2019,5,6,2,7,0,9.6,4.92
SINGAPORE TECH ENGINEERING LTD,2019,6,10,5,12,6,13.55,9.31
SINGAPORE TECH ENGINEERING LTD,2019,8,46,25,37,22,34.55,32.91
SINGAPORE TECH ENGINEERING LTD,2019,9,40,21,35,13,31.6,28.12
SINGAPORE TECH ENGINEERING LTD,2019,10,23,18,28,7,20.75,19.35
SINGAPORE TECH ENGINEERING LTD,2019,11,24,16,25,8,23,19.2
SINGAPORE TECH ENGINEERING LTD,2019,12,38,31,37,6,39.5,30.3
SINGAPORE TECH ENGINEERING LTD,2019,13,50,23,51,17,42.4,36.68
SINGAPORE TECH ENGINEERING LTD,2019,15,16,7,11,-6,16.35,8.87
SINGAPORE TECH ENGINEERING LTD,2019,16,-22,-4,-9,-15,-4.5,-10.9
SINGAPORE TECH ENGINEERING LTD,2019,17,8,7,19,0,15,9.8
SINGAPORE TECH ENGINEERING LTD,2019,18,10,3,3,1,6.4,4.68
SINGAPORE TECH ENGINEERING LTD,2019,19,7,4,13,2,10.25,7.25
SINGAPORE TECH ENGINEERING LTD,2019,20,31,12,28,0,22.65,18.73
SINGAPORE TECH ENGINEERING LTD,2019,21,24,11,18,7,20.75,16.15
SINGAPORE TECH ENGINEERING LTD,2019,22,21,11,18,4,17.6,14.32
SINGAPORE TECH ENGINEERING LTD,2019,23,15,8,17,-2,15.3,10.66
SINGAPORE TECH ENGINEERING LTD,2019,24,6,5,23,3,12.25,9.85
SINGAPORE TECH ENGINEERING LTD,2020,2,10,8,10,2,10.95,8.19
SINGAPORE TECH ENGINEERING LTD,2020,3,20,23,29,5,32.9,21.98
SINGAPORE TECH ENGINEERING LTD,2020,4,18,11,21,5,21,15.2
SINGAPORE TECH ENGINEERING LTD,2020,5,17,5,20,-3,17.45,11.29
SINGAPORE TECH ENGINEERING LTD,2020,6,19,10,16,3,17.15,13.03
SINGAPORE TECH ENGINEERING LTD,2020,7,9,12,26,11,21.5,15.9
SINGAPORE TECH ENGINEERING LTD,2020,8,9,1,17,5,14.8,9.36
SINGAPORE TECH ENGINEERING LTD,2020,9,1,-1,-1,1,2.05,0.41
SINGAPORE TECH ENGINEERING LTD,2020,10,31,23,36,19,31.05,28.01
SINGAPORE TECH ENGINEERING LTD,2020,11,6,8,13,4,9.95,8.19
SINGAPORE TECH ENGINEERING LTD,2020,12,10,6,3,3,12.65,6.93
SINGAPORE TECH ENGINEERING LTD,2020,13,22,17,14,10,21.6,16.92
SINGAPORE TECH ENGINEERING LTD,2020,14,44,26,37,3,34.7,28.94
SINGAPORE TECH ENGINEERING LTD,2020,15,77,40,78,22,70.65,57.53
SINGAPORE TECH ENGINEERING LTD,2020,16,26,8,16,1,17,13.6
SINGAPORE TECH ENGINEERING LTD,2020,17,15,14,31,3,29.95,18.59
SINGAPORE TECH ENGINEERING LTD,2020,18,21,12,8,2,19.25,12.45
SINGAPORE TECH ENGINEERING LTD,2020,19,19,8,20,5,22.9,14.98
SINGAPORE TECH ENGINEERING LTD,2020,20,28,21,31,19,31.35,26.07
SINGAPORE TECH ENGINEERING LTD,2020,21,24,13,26,6,21.4,18.08
SINGAPORE TECH ENGINEERING LTD,2020,22,25,13,19,8,19.65,16.93
SINGAPORE TECH ENGINEERING LTD,2020,23,4,2,8,2,4.65,4.13
SINGAPORE TECH ENGINEERING LTD,2020,24,26,15,13,-6,29.2,15.44
SINGAPORE TECH ENGINEERING LTD,2020,25,-16,-8,-8,-7,3.33E-16,-7.8
SINGAPORE TECH ENGINEERING LTD,2020,26,10,4,22,0,12.7,9.74
SINGAPORE TECH ENGINEERING LTD,2020,27,18,7,23,0,16.4,12.88
SINGAPORE TECH ENGINEERING LTD,2020,28,14,10,20,6,19.05,13.81
SINGAPORE TECH ENGINEERING LTD,2020,29,3,7,7,4,9.25,6.05
SINGAPORE TECH ENGINEERING LTD,2020,30,7,1,15,3,10.4,7.28
SINGAPORE TECH ENGINEERING LTD,2020,31,5,3,40,-14,30.05,12.81
SINGAPORE TECH ENGINEERING LTD,2020,32,27,16,41,6,29.55,23.91
SINGAPORE TECH ENGINEERING LTD,2020,33,20,17,31,-1,28.55,19.11
SINGAPORE TECH ENGINEERING LTD,2020,34,-3,-1,6,-2,2.05,0.41
SINGAPORE TECH ENGINEERING LTD,2020,35,15,10,40,2,24.7,18.34
SINGAPORE TECH ENGINEERING LTD,2020,36,36,17,53,7,30.35,28.67
SINGAPORE TECH ENGINEERING LTD,2020,37,16,14,40,1,31.1,20.42
SINGAPORE TECH ENGINEERING LTD,2020,38,26,17,46,3,29.3,24.26
SINGAPORE TECH ENGINEERING LTD,2020,39,24,7,35,4,24.85,18.97
SINGAPORE TECH ENGINEERING LTD,2020,40,23,4,36,-8,24.6,15.92
SINGAPORE TECH ENGINEERING LTD,2020,41,88,15,50,-14,44.9,36.78
